proto,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,category
tcp,72693.0,1.451244,73.0,0.0,1.0,2.050053,100.0,0.0,0.414451,3.159494,DDoS
tcp,178848.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,80933.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,0.080274,0.0,DDoS
tcp,228374.0,0.0,51.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,79599.0,0.012513,86.0,3.990146,4.0,4.004666,100.0,0.0,0.8399540000000001,4.020632,DDoS
udp,198664.0,1.772964,92.0,0.0,4.0,2.477327,100.0,0.0,0.43568,4.051011,DDoS
udp,137360.0,0.766262,100.0,3.000176,4.0,3.962679,100.0,0.0,0.8634459999999999,4.875127,DDoS
tcp,138016.0,0.040978,100.0,3.519981,3.0,3.560948,100.0,0.0,0.283065,3.601916000000001,DDoS
udp,37903.0,0.632588,100.0,2.760836,4.0,3.655437,100.0,0.0,0.729364,4.10696,DDoS
tcp,165577.0,1.888208,98.0,0.0,3.0,2.6668540000000003,100.0,0.0,0.254993,4.118231,DDoS
udp,261507.0,0.003242,85.0,4.0594800000000015,4.0,4.0624080000000005,100.0,0.0,0.4929560000000001,4.065337,DDoS
tcp,173577.0,1.7305560000000002,98.0,0.0,1.0,2.446272,100.0,0.0,0.358998,3.733042,DDoS
udp,149656.0,1.955215,100.0,0.0,4.0,2.765011,100.0,0.0,0.484387,4.165892,DDoS
tcp,172156.0,1.89017,78.0,0.0,3.0,2.602634,100.0,0.0,0.273488,4.432,DDoS
udp,152821.0,1.979285,75.0,0.0,4.0,2.7947990000000003,100.0,0.0,0.402416,4.3270040000000005,DDoS
udp,74866.0,1.833741,100.0,0.983677,4.0,3.576973,100.0,0.0,1.025613,4.878164,DDoS
tcp,213748.0,1.473396,100.0,0.0,1.0,2.078652,100.0,0.0,0.410459,3.243469,DDoS
udp,219089.0,1.9227,67.0,0.0,4.0,2.719069,100.0,0.0,0.49079,4.091193,DDoS
tcp,253907.0,2.037543,100.0,0.0,3.0,2.037543,100.0,0.0,0.14013599999999998,4.075086,DDoS
tcp,55703.0,1.24876,100.0,0.0,3.0,1.24876,100.0,0.0,0.058707,2.497519,DDoS
udp,25060.0,0.633029,100.0,2.759851,4.0,3.655072,100.0,0.0,0.729408,4.107414,DDoS
tcp,41701.0,2.2266470000000003,30.0,0.0,3.0,2.2266470000000003,100.0,0.0,0.136186,4.4532940000000005,DDoS
tcp,174530.0,0.14836300000000002,100.0,3.657867,1.0,3.84637,100.0,0.0,0.318625,4.020416,DDoS
tcp,226103.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,99866.0,0.045268,100.0,3.667383,3.0,3.712651,100.0,0.0,0.271175,3.757919,DDoS
tcp,109091.0,0.0,69.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,122176.0,1.911467,100.0,0.0,4.0,2.703219,100.0,0.0,0.493534,4.05876,DDoS
udp,104546.0,2.098091,100.0,0.0,4.0,2.939763,100.0,0.0,0.38907,4.7579660000000015,DDoS
udp,227659.0,0.375855,100.0,4.043327,4.0,4.419185,100.0,0.0,0.459956,4.795042,DDoS
tcp,120786.0,1.393939,54.0,0.0,3.0,1.970081,100.0,0.0,0.325818,3.015846,DDoS
udp,88102.0,0.920086,100.0,2.118471,4.0,3.419665,100.0,0.0,0.489345,4.0730580000000005,DDoS
udp,66310.0,0.821627,63.0,2.976696,4.0,3.980285,100.0,0.0,1.003474,4.989242,DDoS
tcp,241572.0,0.0,93.0,0.337794,1.0,0.337794,100.0,0.0,2.960384,0.337794,DDoS
tcp,121469.0,0.155133,100.0,0.0,1.0,0.08956599999999999,100.0,0.0,0.097161,0.358265,DDoS
tcp,116430.0,0.071747,49.0,3.48929,3.0,3.561031,100.0,0.0,0.283138,3.632773,DDoS
tcp,195087.0,1.892924,100.0,0.0,1.0,1.338499,100.0,0.0,0.20836,4.015498,DDoS
udp,81637.0,1.002774,100.0,1.965506,4.0,3.3831230000000003,100.0,0.0,0.490886,4.125215,DDoS
udp,47806.0,0.632217,33.0,2.762552,4.0,3.65663,100.0,0.0,0.729226,4.107854,DDoS
udp,88236.0,0.365811,82.0,3.35907,4.0,3.876369,100.0,0.0,0.6117779999999999,4.140393,DDoS
tcp,159817.0,1.997657,99.0,0.0,3.0,1.997657,100.0,0.0,0.138982,3.995314,DDoS
udp,53849.0,0.822767,46.0,2.9812,4.0,3.984606,100.0,0.0,1.003023,4.996507,DDoS
udp,192999.0,1.912426,100.0,0.0,4.0,2.704574,100.0,0.0,0.493367,4.061093,DDoS
udp,101017.0,0.687507,100.0,3.5031449999999995,4.0,4.475038,100.0,0.0,0.906191,4.984675,DDoS
tcp,24775.0,0.017747,83.0,0.0,1.0,0.017747,100.0,0.0,0.202372,0.035493000000000004,DDoS
tcp,151733.0,0.144027,35.0,0.0,1.0,0.169916,100.0,0.08078300000000001,0.157445,0.348034,DDoS
tcp,105945.0,0.096999,72.0,3.467513,3.0,3.564512,100.0,0.0,0.282823,3.661511,DDoS
udp,38616.0,0.643113,17.0,2.758632,4.0,3.667651,100.0,0.0,0.729082,4.147709,DDoS
udp,196492.0,1.282818,100.0,1.386436,4.0,3.200613,100.0,0.0,0.729107,4.107752,DDoS
tcp,138384.0,0.468134,100.0,3.389441,1.0,3.752845,100.0,0.0,0.340135,4.413791000000002,DDoS
tcp,137712.0,0.036258,63.0,3.528989,3.0,3.5652470000000003,100.0,0.0,0.283118,3.6015050000000004,DDoS
tcp,113347.0,0.087332,90.0,3.086571,1.0,3.209251,100.0,0.315219,0.6231979999999999,3.282948,DDoS
udp,182546.0,1.95595,100.0,0.0,4.0,2.766108,100.0,0.0,0.484359,4.158908,DDoS
udp,17449.0,0.8265389999999999,100.0,2.941141,4.0,3.977748000000001,100.0,0.0,1.007264,4.963847,DDoS
tcp,104311.0,2.295557,75.0,0.0,3.0,2.295557,100.0,0.0,0.139534,4.591113,DDoS
tcp,7713.0,0.006628,55.0,0.0,1.0,0.006628,100.0,0.0,0.207531,0.013257,DDoS
tcp,229395.0,0.087783,53.0,3.473704,3.0,3.561482,100.0,0.0,0.281531,3.649261,DDoS
tcp,4817.0,1.7935599999999998,100.0,0.0,1.0,2.526628,100.0,0.278044,0.449357,3.983331,DDoS
udp,112794.0,0.050507,100.0,3.898469,4.0,3.969898,100.0,0.0,0.852784,4.006553,DDoS
tcp,91938.0,0.216031,80.0,3.055969,1.0,3.414393,100.0,0.285026,0.512536,3.584693,DDoS
udp,151803.0,1.4091360000000002,100.0,1.373831,4.0,3.353558,100.0,0.0,0.6238239999999999,4.5409190000000015,DDoS
udp,44382.0,0.976014,57.0,1.997116,4.0,3.377408,100.0,0.0,0.493754,4.068395,DDoS
udp,147806.0,1.995121,79.0,0.0,4.0,2.815009,100.0,0.0,0.399186,4.388516,DDoS
udp,34566.0,0.633547,88.0,2.759875,4.0,3.65582,100.0,0.0,0.729262,4.109686,DDoS
tcp,84070.0,0.059355999999999985,95.0,0.0,1.0,0.059355999999999985,100.0,0.0,0.194861,0.11871199999999997,DDoS
tcp,95939.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.07601000000000001,0.0,DDoS
udp,42876.0,0.303345,61.0,3.494778,4.0,3.92374,100.0,0.0,0.600642,4.142823,DDoS
udp,227209.0,1.921554,72.0,0.0,4.0,2.717457,100.0,0.0,0.490636,4.087615,DDoS
tcp,244832.0,0.0,91.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,163650.0,1.4313870000000002,55.0,0.0,3.0,2.0239130000000003,100.0,0.0,0.322323,3.069564,DDoS
udp,134548.0,0.820767,73.0,2.757431,4.0,3.871466,100.0,0.0,0.626219,4.71076,DDoS
tcp,162155.0,0.167179,100.0,0.0,1.0,0.096521,100.0,0.0,0.119366,0.386083,DDoS
udp,244938.0,1.897284,100.0,0.0,4.0,2.683163,100.0,0.0,0.494526,4.02786,DDoS
udp,29344.0,0.4545,47.0,3.986034,4.0,4.3410150000000005,100.0,0.0,0.775058,4.9825620000000015,DDoS
udp,217990.0,1.280514,100.0,1.391265,4.0,3.202151,100.0,0.0,0.728871,4.117319,DDoS
udp,111343.0,1.367845,100.0,1.975822,4.0,3.910232,100.0,0.0,0.951863,4.884429,DDoS
udp,169537.0,1.917263,100.0,0.0,4.0,2.711385,100.0,0.0,0.409257,4.078951999999999,DDoS
tcp,99910.0,0.15447,64.0,0.0,1.0,0.2481,100.0,0.061028999999999986,0.149249,0.389234,DDoS
tcp,49707.0,0.093227,87.0,0.0,1.0,0.093227,100.0,0.0,0.166509,0.186454,DDoS
udp,260380.0,0.014235,39.0,4.057487,4.0,4.071791,100.0,0.0,0.491267,4.086094,DDoS
tcp,27551.0,0.100709,18.0,3.580455,3.0,3.681165,100.0,0.0,0.269691,3.781874,DDoS
tcp,220818.0,0.0,53.0,0.279695,1.0,0.279695,100.0,0.0,3.5753230000000005,0.279695,DDoS
tcp,256110.0,0.160233,51.0,3.175863,1.0,3.336094,100.0,0.0,0.422871,3.496325,DDoS
udp,83538.0,0.952643,100.0,2.00926,4.0,3.356489,100.0,0.0,0.495011,4.03482,DDoS
udp,34704.0,0.637818,100.0,2.754017,4.0,3.655973,100.0,0.0,0.729263,4.11575,DDoS
udp,218976.0,1.923544,100.0,0.0,4.0,2.720251,100.0,0.0,0.490789,4.094727,DDoS
tcp,118233.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.092891,0.0,DDoS
udp,6993.0,0.979991,100.0,2.014199,4.0,3.399837,100.0,0.0,0.491098,4.116674,DDoS
tcp,190579.0,0.129472,78.0,0.0,1.0,0.105523,100.0,0.062723,0.150554,0.276112,DDoS
tcp,193486.0,1.866322,100.0,0.0,1.0,2.638012,100.0,0.0,0.330865,4.030561,DDoS
tcp,184469.0,2.09884,68.0,0.0,1.0,2.09884,100.0,0.0,0.205948,4.197680999999998,DDoS
tcp,69659.0,1.923016,60.0,0.0,1.0,2.717736,100.0,0.0,0.27599,4.162730000000002,DDoS
tcp,29422.0,1.151054,72.0,0.0,3.0,0.813918,100.0,0.0,0.091658,2.441755,DDoS
udp,213536.0,1.279878,100.0,1.392548,4.0,3.202569,100.0,0.0,0.728912,4.109128,DDoS
tcp,221456.0,0.0,79.0,0.292998,1.0,0.292998,100.0,0.0,3.412993,0.292998,DDoS
udp,20534.0,1.414377,53.0,1.983551,4.0,3.983761,100.0,0.0,1.002699,4.991651,DDoS
udp,140219.0,2.014867,100.0,0.0,4.0,2.839542,100.0,0.0,0.396702,4.464944999999998,DDoS
tcp,212034.0,1.428344,62.0,0.0,3.0,2.019232,100.0,0.0,0.327783,3.076578,DDoS
udp,34129.0,0.310847,70.0,3.483975,4.0,3.923565,100.0,0.0,0.5997,4.146481,DDoS
tcp,122056.0,0.089168,29.0,0.0,1.0,0.089168,100.0,0.0,0.202105,0.178337,DDoS
tcp,89723.0,0.075829,38.0,0.0,1.0,0.075829,100.0,0.0,0.195024,0.151657,DDoS
udp,209146.0,2.104055,100.0,0.0,4.0,2.955033,100.0,0.0,0.687693,4.734882,DDoS
udp,3928.0,0.6441100000000001,76.0,2.779661,4.0,3.690482,100.0,0.0,0.723699,4.1569400000000005,DDoS
tcp,67122.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.085296,0.0,DDoS
udp,129280.0,0.7885939999999999,100.0,3.003209,4.0,3.983373,100.0,0.0,0.859916,4.9341940000000015,DDoS
tcp,16134.0,0.008887,80.0,0.0,1.0,0.008887,100.0,0.0,0.213541,0.017774,DDoS
udp,49206.0,0.6322220000000001,89.0,2.762653,4.0,3.656738,100.0,0.0,0.72923,4.107643,DDoS
udp,108538.0,2.090966,100.0,0.0,4.0,2.930974,100.0,0.0,0.388507,4.735946,DDoS
tcp,86867.0,0.120183,100.0,4.026193,3.0,4.146376,100.0,0.0,0.205572,4.266558,DDoS
tcp,148200.0,0.0,82.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,196459.0,1.924554,100.0,0.0,4.0,2.721677,100.0,0.0,0.4906720000000001,4.097383,DDoS
tcp,45134.0,1.901823,43.0,0.0,3.0,2.689566,100.0,0.0,0.249938,4.0426449999999985,DDoS
udp,24049.0,0.6344380000000001,100.0,2.759725,4.0,3.656953,100.0,0.0,0.729412,4.107183,DDoS
tcp,49264.0,0.0,57.0,0.0,3.0,0.0,100.0,0.0,0.099611,0.0,DDoS
udp,42089.0,0.649461,100.0,2.771937,4.0,3.690261,100.0,0.0,0.723817,4.163865,DDoS
udp,224061.0,0.390749,90.0,4.038362,4.0,4.429111,100.0,0.0,0.459989,4.819861,DDoS
udp,1970.0,0.636332,74.0,2.755034,4.0,3.654925,100.0,0.0,0.72958,4.110005,DDoS
tcp,32789.0,1.659299,89.0,0.0,3.0,1.173301,100.0,0.0,0.203994,3.519904,DDoS
udp,195750.0,1.92407,96.0,0.0,4.0,2.721,100.0,0.0,0.490591,4.095332,DDoS
udp,185407.0,0.639516,100.0,2.752879,4.0,3.657289,100.0,0.0,0.729436,4.109851,DDoS
tcp,70266.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.085495,0.0,DDoS
udp,28871.0,0.97008,100.0,2.033518,4.0,3.405242,100.0,0.0,0.490341,4.110146,DDoS
tcp,181623.0,0.0,83.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,725.0,0.099069,58.0,0.0,1.0,0.05671900000000001,58.0,0.033099,0.110732,0.253479,DDoS
udp,94005.0,1.897938,100.0,0.0,4.0,2.684089,100.0,0.0,0.494426,4.027344,DDoS
tcp,107648.0,0.147604,88.0,0.0,1.0,0.085219,100.0,0.0,0.099324,0.340876,DDoS
tcp,90064.0,1.35006,88.0,0.0,3.0,1.35006,100.0,0.0,0.048594,2.700121,DDoS
tcp,249243.0,0.0,100.0,0.219129,1.0,0.219129,100.0,0.0,4.563522,0.219129,DDoS
tcp,194500.0,0.061403999999999986,100.0,3.900468,3.0,3.96188,100.0,0.0,0.248053,4.023292,DDoS
udp,260619.0,1.928444,61.0,0.0,4.0,2.727223,100.0,0.0,0.490698,4.097035,DDoS
tcp,12428.0,0.048429,80.0,3.075263,1.0,3.1426540000000003,100.0,0.0,0.404126,3.186961,DDoS
tcp,166445.0,0.10961,82.0,0.0,1.0,0.138104,100.0,0.035469,0.141877,0.268122,DDoS
udp,200050.0,1.282607,80.0,1.412457,4.0,3.225989,100.0,0.0,0.724278,4.163543,DDoS
udp,122866.0,0.8218110000000001,26.0,2.983574,4.0,3.988065,100.0,0.0,1.002646,4.996582,DDoS
udp,158354.0,1.393917,100.0,1.371659,4.0,3.333104,100.0,0.0,0.5483439999999999,4.4842900000000006,DDoS
udp,223662.0,1.922766,65.0,0.0,4.0,2.719154,100.0,0.0,0.490818,4.09265,DDoS
udp,96531.0,0.719276,97.0,2.596826,4.0,3.613647,100.0,0.0,0.737624,4.146444,DDoS
tcp,41876.0,1.265675,100.0,0.0,1.0,0.894967,100.0,0.0,0.101927,2.684902,DDoS
udp,37755.0,0.453691,100.0,3.982329,4.0,4.345865,100.0,0.0,0.840166,4.985488,DDoS
udp,161775.0,0.639127,59.0,2.749592,4.0,3.653455,100.0,0.0,0.729603,4.106912,DDoS
udp,73026.0,0.944688,27.0,2.033615,4.0,3.369592,100.0,0.0,0.494839,4.04279,DDoS
tcp,56290.0,1.550944,62.0,0.0,3.0,2.178998,100.0,0.0,0.30764600000000003,3.485555,DDoS
tcp,120240.0,0.0,42.0,0.0,3.0,0.0,100.0,0.0,0.072988,0.0,DDoS
tcp,155922.0,0.0,52.0,0.0,3.0,0.0,100.0,0.0,0.068097,0.0,DDoS
udp,65479.0,1.369333,79.0,1.970023,4.0,3.906552,100.0,0.0,1.024567,4.875003,DDoS
tcp,25322.0,2.230243,100.0,0.0,3.0,2.230243,100.0,0.0,0.135822,4.4604870000000005,DDoS
tcp,85031.0,0.144799,95.0,0.0,1.0,0.0836,100.0,0.0,0.104959,0.334399,DDoS
udp,246566.0,0.172123,100.0,4.071246,4.0,4.243369,100.0,0.0,0.475546,4.415492,DDoS
tcp,25092.0,0.025256,37.0,0.0,1.0,0.025256,100.0,0.0,0.202525,0.050512,DDoS
tcp,79840.0,0.0,76.0,0.0,3.0,0.0,100.0,0.0,0.09506,0.0,DDoS
udp,159169.0,1.393415,100.0,1.37145,4.0,3.3322480000000003,100.0,0.0,0.627054,4.482522,DDoS
udp,177862.0,0.644312,100.0,2.769443,4.0,3.679662,100.0,0.0,0.725547,4.171222,DDoS
udp,26952.0,0.952629,100.0,2.0382,4.0,3.385417,100.0,0.0,0.493013,4.061774,DDoS
udp,59222.0,1.503984,100.0,1.7806990000000005,4.0,3.907428,100.0,0.0,1.019708,4.997553,DDoS
udp,124443.0,0.8215950000000001,90.0,2.98394,4.0,3.98932,100.0,0.0,0.930992,4.996427,DDoS
tcp,144260.0,0.127401,33.0,4.003948,7.0,4.131341,100.0,0.0,0.207481,4.258734,DDoS
tcp,32111.0,0.253379,100.0,3.073571,1.0,3.427806,100.0,0.0,0.350316,3.651716,DDoS
tcp,68964.0,2.343335,44.0,0.0,3.0,2.343335,100.0,0.0,0.136517,4.68667,DDoS
udp,213276.0,1.112941,58.0,1.3877959999999998,4.0,2.74381,100.0,0.0,0.647926,4.113826,DDoS
udp,173038.0,1.287198,34.0,1.377708,4.0,3.198081,100.0,0.0,0.729528,4.109656,DDoS
tcp,86192.0,1.480324,100.0,0.0,1.0,2.087945,100.0,0.0,0.414082,3.263832,DDoS
tcp,18249.0,0.123341,99.0,0.0,3.0,0.085661,100.0,0.040561,0.153478,0.297137,DDoS
udp,114453.0,0.823224,72.0,2.980994,4.0,3.986802,100.0,0.0,1.002942,4.997456,DDoS
udp,138393.0,0.737837,100.0,2.557632,4.0,3.600803,100.0,0.0,0.740166,4.1436980000000005,DDoS
tcp,98199.0,0.162401,100.0,3.253181,1.0,3.482843,100.0,0.149611,0.351199,3.598507,DDoS
udp,119943.0,2.339684,98.0,0.0,4.0,3.308733,100.0,0.0,1.004634,4.98315,DDoS
tcp,6148.0,0.005314,96.0,0.0,1.0,0.005314,100.0,0.0,0.208174,0.010628,DDoS
tcp,245854.0,1.549184,97.0,0.206587,1.0,2.391562,100.0,0.281574,0.463976,3.623224,DDoS
udp,39642.0,0.454432,100.0,3.981844,4.0,4.345764,100.0,0.0,0.840349,4.986458,DDoS
udp,168138.0,0.646662,100.0,2.768685,4.0,3.682303,100.0,0.0,0.725225,4.174258,DDoS
udp,25276.0,0.454425,100.0,3.987325,4.0,4.340128,100.0,0.0,0.839251,4.981724,DDoS
tcp,35563.0,0.044409,79.0,0.0,1.0,0.044409,100.0,0.0,0.167674,0.088818,DDoS
tcp,115642.0,0.495486,100.0,3.372215,1.0,3.787429,100.0,0.0,0.33836900000000003,4.483871,DDoS
udp,92679.0,0.63468,84.0,2.76176,4.0,3.659331,100.0,0.0,0.729122,4.109523,DDoS
udp,51844.0,0.456881,100.0,3.978949,4.0,4.351743,100.0,0.0,0.842391,4.995175,DDoS
udp,198100.0,1.2828469999999998,100.0,1.413189,4.0,3.227082,100.0,0.0,0.724258,4.163865,DDoS
udp,90079.0,0.920945,100.0,2.115954,4.0,3.418361,100.0,0.0,0.489421,4.072993,DDoS
udp,150786.0,1.927764,100.0,0.0,4.0,2.7261490000000004,100.0,0.0,0.490709,4.111403,DDoS
tcp,197537.0,1.811634,100.0,0.0,1.0,2.562035,100.0,0.0,0.341929,3.8459,DDoS
tcp,92016.0,1.688505,70.0,0.0,1.0,2.912652,100.0,0.08283,0.381194,4.097841000000002,DDoS
udp,124102.0,0.996448,70.0,1.973792,4.0,3.382493,100.0,0.0,0.490584,4.118996,DDoS
tcp,75371.0,0.037234,26.0,3.609511,3.0,3.646733,100.0,0.0,0.270627,3.683956,DDoS
udp,110744.0,0.823583,80.0,2.980371,4.0,3.985099,100.0,0.0,1.002904,4.997681,DDoS
tcp,224522.0,1.667992,100.0,0.0,1.0,2.356861,100.0,0.0,0.376736,3.620139,DDoS
udp,217508.0,1.948776,100.0,0.0,4.0,2.7559400000000003,100.0,0.0,0.403829,4.147742,DDoS
udp,223263.0,0.392499,58.0,4.038105000000002,4.0,4.430604,100.0,0.0,0.459539,4.823104,DDoS
udp,152475.0,2.051519,9.0,0.0,4.0,2.892702,100.0,0.0,0.6120909999999999,4.532182,DDoS
udp,209069.0,1.282067,100.0,1.387714,4.0,3.200819,100.0,0.0,0.728949,4.1129419999999985,DDoS
udp,77519.0,1.41435,100.0,1.983354,4.0,3.983469,100.0,0.0,0.931648,4.9988220000000005,DDoS
udp,78309.0,1.415121,100.0,1.981754,4.0,3.982959,100.0,0.0,1.003291,4.9988480000000015,DDoS
tcp,144582.0,0.115242,100.0,0.0,3.0,0.066535,100.0,0.0,0.092893,0.266139,DDoS
tcp,93100.0,2.300307,100.0,0.0,3.0,2.300307,100.0,0.0,0.137951,4.600613,DDoS
udp,59821.0,1.495186,100.0,1.800005,4.0,3.914287,100.0,0.0,1.01818,4.998462,DDoS
tcp,84764.0,2.40817,100.0,0.0,1.0,2.40817,100.0,0.0,0.204252,4.816341,DDoS
udp,119451.0,0.800726,78.0,2.365538,4.0,3.497933,100.0,0.0,0.4812520000000001,4.066643,DDoS
udp,52739.0,0.892287,92.0,2.786512,4.0,3.923914,100.0,0.0,1.0197,4.965904,DDoS
tcp,243086.0,0.007859999999999999,100.0,3.918617,3.0,3.926417,100.0,0.0,0.251805,3.934218,DDoS
tcp,185897.0,0.128594,21.0,0.0,1.0,0.15654300000000002,100.0,0.06826,0.17619300000000002,0.284682,DDoS
tcp,10692.0,0.106805,63.0,3.177178,1.0,3.299233,100.0,0.0,0.382562,3.437323,DDoS
