proto,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,category
tcp,231477.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,38918.0,0.140779,100.0,0.0,1.0,0.137987,100.0,0.029297000000000007,0.116566,0.31542600000000004,DDoS
tcp,192054.0,1.851491,100.0,0.0,3.0,2.548414,100.0,0.0,0.274888,4.343403,DDoS
udp,126825.0,1.875729,100.0,0.986629,4.0,3.639248,100.0,0.0,1.005571,4.981395,DDoS
udp,11721.0,0.6472939999999999,100.0,2.753359,4.0,3.668212000000001,100.0,0.0,0.728798,4.153346,DDoS
tcp,145132.0,0.124065,100.0,0.0,1.0,0.101296,100.0,0.085634,0.134995,0.254695,DDoS
tcp,172984.0,1.7097830000000005,65.0,0.0,3.0,2.41781,100.0,0.0,0.292074,3.652833,DDoS
udp,105089.0,0.898243,100.0,2.160299,4.0,3.430604,100.0,0.0,0.487894,4.068171,DDoS
udp,46264.0,0.950658,69.0,2.03856,4.0,3.382993,100.0,0.0,0.493049,4.057196,DDoS
tcp,215476.0,0.048374,100.0,3.321448,3.0,3.369823,100.0,0.0,0.206138,3.418197,DDoS
tcp,218759.0,0.0,19.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,94207.0,1.912561,100.0,0.0,4.0,2.704764,100.0,0.0,0.493465,4.0619830000000015,DDoS
tcp,111809.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.073885,0.0,DDoS
udp,42139.0,0.6506930000000001,100.0,2.771938,4.0,3.691948000000001,100.0,0.0,0.723817,4.168929,DDoS
tcp,71584.0,0.189928,71.0,3.219322,1.0,3.487782,100.0,0.146095,0.407235,3.629565,DDoS
tcp,162975.0,0.110143,40.0,0.0,1.0,0.089473,100.0,0.100272,0.153127,0.241251,DDoS
tcp,127784.0,0.0,85.0,0.0,3.0,0.0,100.0,0.0,0.09855,0.0,DDoS
tcp,259232.0,0.0,100.0,0.285081,1.0,0.285081,100.0,0.0,3.507775,0.285081,DDoS
udp,117909.0,0.726076,14.0,2.579675,4.0,3.606307,100.0,0.0,0.6651060000000001,4.136985,DDoS
udp,69022.0,0.038254,68.0,3.987232,4.0,4.020868,100.0,0.0,0.835377,4.074394,DDoS
tcp,34171.0,0.107765,92.0,0.0,1.0,0.107765,100.0,0.0,0.205781,0.21553000000000005,DDoS
udp,89659.0,0.921705,41.0,2.115219,4.0,3.418704,100.0,0.0,0.4894270000000001,4.072248,DDoS
tcp,179414.0,0.131209,24.0,0.0,1.0,0.092779,100.0,0.0,0.087976,0.27833600000000003,DDoS
udp,135101.0,1.954752,100.0,0.0,4.0,2.764339,100.0,0.0,0.484423,4.16661,DDoS
udp,126655.0,2.048939,100.0,0.0,4.0,2.881687,100.0,0.0,0.39315,4.585458999999998,DDoS
udp,140846.0,0.814974,100.0,2.98903,4.0,3.988646,100.0,0.0,1.002474,4.985293,DDoS
udp,100563.0,0.632858,60.0,2.762121,4.0,3.657115,100.0,0.0,0.6563319999999999,4.105347,DDoS
udp,141178.0,0.6648109999999999,94.0,2.650071,4.0,3.5902540000000003,100.0,0.0,0.472019,4.061313,DDoS
udp,95207.0,0.99496,99.0,2.033819,4.0,3.440678,100.0,0.0,0.485585,4.166043,DDoS
tcp,125548.0,0.032964999999999994,100.0,4.182787,1.0,4.215721,100.0,0.0,0.271574,4.248656,DDoS
tcp,66672.0,1.411119,100.0,0.0,3.0,1.411119,100.0,0.0,0.057641,2.822239,DDoS
udp,191864.0,1.925461,74.0,0.0,4.0,2.7229520000000003,100.0,0.0,0.490734,4.1003680000000005,DDoS
udp,132074.0,1.36673,100.0,1.978281,4.0,3.911103,100.0,0.0,1.02483,4.88615,DDoS
tcp,162258.0,0.0,5.0,0.227059,1.0,0.227059,100.0,0.0,4.404141,0.227059,DDoS
udp,227276.0,1.897913,100.0,0.0,4.0,2.684052,100.0,0.0,0.494601,4.029631,DDoS
tcp,192867.0,1.991661,100.0,0.0,3.0,1.991661,100.0,0.0,0.139206,3.983322,DDoS
tcp,98609.0,0.084784,95.0,0.0,1.0,0.084784,100.0,0.0,0.197229,0.169568,DDoS
tcp,40890.0,0.0,75.0,0.0,3.0,0.0,100.0,0.0,0.094843,0.0,DDoS
tcp,192990.0,2.181151,68.0,0.0,1.0,2.181151,100.0,0.0,0.163425,4.362303,DDoS
tcp,214294.0,0.008954,100.0,3.936039,3.0,3.944993,100.0,0.0,0.24888,3.953946,DDoS
tcp,22819.0,0.12064,68.0,3.560763,3.0,3.681399,100.0,0.0,0.269787,3.802036,DDoS
udp,219235.0,1.922729,40.0,0.0,4.0,2.7191110000000003,100.0,0.0,0.49079,4.091191,DDoS
udp,196943.0,1.912429,68.0,0.0,4.0,2.704577,100.0,0.0,0.4934060000000001,4.061424,DDoS
tcp,83128.0,2.315452,75.0,0.0,3.0,2.315452,100.0,0.0,0.137903,4.630904,DDoS
udp,51603.0,0.97452,100.0,2.025286,4.0,3.403265,100.0,0.0,0.490835,4.112613,DDoS
udp,130127.0,1.3665770000000002,100.0,1.978802,4.0,3.911409,100.0,0.0,1.024799,4.886143,DDoS
udp,70815.0,1.920359,100.0,0.0,4.0,2.715763,100.0,0.0,0.39403,4.085561,DDoS
udp,196997.0,0.313787,22.0,3.424172,4.0,3.737959,100.0,0.0,0.420607,4.051747,DDoS
tcp,206749.0,0.004285,86.0,3.665102,3.0,3.669284,100.0,0.0,0.267884,3.673466,DDoS
udp,90566.0,0.920318,98.0,2.115939,4.0,3.417461,100.0,0.0,0.489509,4.07041,DDoS
tcp,224980.0,1.999629,100.0,0.0,3.0,1.999629,100.0,0.0,0.139733,3.999258,DDoS
tcp,255615.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,195404.0,1.912539,100.0,0.0,4.0,2.704734,100.0,0.0,0.49337,4.061204,DDoS
tcp,180926.0,0.119868,78.0,3.413066,3.0,3.5329330000000003,100.0,0.0,0.282614,3.652801,DDoS
udp,201662.0,1.2814530000000002,100.0,1.414967,4.0,3.226878,100.0,0.0,0.724126,4.163105000000002,DDoS
tcp,6160.0,1.344149,98.0,0.200266,1.0,2.512807,100.0,0.15193299999999998,0.5317649999999999,3.478613,DDoS
udp,201186.0,1.764143,100.0,0.0,4.0,2.457928,100.0,0.0,0.436911,4.0573510000000015,DDoS
udp,91720.0,0.013025,88.0,3.973377,4.0,3.991599,100.0,0.0,0.8448110000000001,4.003044999999998,DDoS
udp,232811.0,1.933969,100.0,0.0,4.0,2.734537,100.0,0.0,0.484655,4.147449,DDoS
udp,123.0,0.948926,100.0,2.03985,4.0,3.3818330000000003,100.0,0.0,0.493062,4.054403,DDoS
tcp,117623.0,0.094376,100.0,3.66229,3.0,3.756661,100.0,0.0,0.269328,3.851032,DDoS
tcp,32949.0,0.047125,100.0,0.0,1.0,0.047125,100.0,0.0,0.167451,0.094249,DDoS
tcp,147064.0,1.919124,70.0,0.0,1.0,2.707255,100.0,0.0,0.331679,4.2271160000000005,DDoS
tcp,118621.0,0.09517,100.0,0.0,1.0,0.09517,100.0,0.0,0.193961,0.19034,DDoS
udp,100302.0,0.701621,53.0,3.472385,4.0,4.464274,100.0,0.0,0.908107,4.983155,DDoS
udp,196700.0,1.782296,100.0,0.0,4.0,2.495194,100.0,0.0,0.432162,4.0516190000000005,DDoS
udp,24287.0,1.375282,100.0,1.957428,4.0,3.902313,100.0,0.0,0.8782110000000001,4.887713,DDoS
udp,47015.0,0.301364,100.0,3.4983730000000004,4.0,3.924494,100.0,0.0,0.601375,4.144321,DDoS
tcp,127647.0,1.52286,100.0,0.0,3.0,2.149653,100.0,0.0,0.307652,3.338044,DDoS
tcp,17230.0,0.110612,28.0,0.0,1.0,0.055306,100.0,0.0,0.10973,0.276531,DDoS
tcp,20581.0,0.111653,28.0,3.157061,1.0,3.248581,100.0,0.0,0.388772,3.4057760000000004,DDoS
tcp,103715.0,1.910852,83.0,0.0,3.0,2.654563,100.0,0.0,0.27139800000000003,4.420026999999998,DDoS
udp,47004.0,0.950562,99.0,2.043021,4.0,3.387316,100.0,0.0,0.492894,4.061677,DDoS
udp,88777.0,1.913061,100.0,0.0,4.0,2.7054720000000003,100.0,0.0,0.493445,4.062671,DDoS
tcp,113593.0,1.654891,86.0,0.17986400000000002,1.0,2.519839,100.0,0.184494,0.5534819999999999,3.727022,DDoS
tcp,211431.0,1.43131,100.0,0.0,3.0,2.0234,100.0,0.0,0.327876,3.083688,DDoS
tcp,223892.0,0.079053,100.0,3.461092,3.0,3.54015,100.0,0.0,0.282303,3.619208,DDoS
tcp,107926.0,1.572419,100.0,0.0,3.0,2.219857,100.0,0.0,0.305886,3.443482,DDoS
tcp,82692.0,2.313266,74.0,0.0,3.0,2.313266,100.0,0.0,0.13792100000000002,4.626531,DDoS
udp,197843.0,1.955742,100.0,0.0,4.0,2.765829,100.0,0.0,0.484444,4.154582,DDoS
udp,188945.0,1.250104,100.0,1.369224,4.0,3.130822,100.0,0.0,0.6581560000000001,4.140917,DDoS
tcp,77387.0,0.041587,100.0,3.6023080000000003,3.0,3.643906,100.0,0.0,0.270672,3.685503,DDoS
udp,205683.0,1.923935,100.0,0.0,4.0,2.720807,100.0,0.0,0.490676,4.095187,DDoS
tcp,201581.0,0.0,90.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,160012.0,0.637601,100.0,2.7527060000000003,4.0,3.654411,100.0,0.0,0.729586,4.106626,DDoS
tcp,32631.0,1.6929009999999998,100.0,0.0,3.0,2.394034,100.0,0.0,0.282658,3.609,DDoS
tcp,173871.0,0.0,100.0,0.256421,1.0,0.256421,100.0,0.0,3.899837,0.256421,DDoS
udp,252120.0,1.89922,100.0,0.0,4.0,2.685902,100.0,0.0,0.49454,4.02916,DDoS
tcp,174033.0,0.273012,100.0,3.03867,1.0,3.4234160000000005,100.0,0.0,0.365537,3.643737,DDoS
tcp,190910.0,0.0,51.0,0.24278200000000005,1.0,0.24278200000000005,100.0,0.0,4.118922,0.24278200000000005,DDoS
tcp,31010.0,0.119945,6.0,0.0,1.0,0.117873,100.0,0.121584,0.119055,0.26713600000000004,DDoS
tcp,52382.0,0.154475,87.0,2.6786060000000003,3.0,2.896376,100.0,0.0,0.338177,3.020298,DDoS
tcp,58354.0,0.096237,64.0,0.0,3.0,0.048118,100.0,0.0,0.128913,0.240592,DDoS
tcp,195986.0,0.0,100.0,0.239791,1.0,0.239791,100.0,0.0,4.170298000000002,0.239791,DDoS
udp,48958.0,0.971392,100.0,2.0324470000000003,4.0,3.406007,100.0,0.0,0.4905600000000001,4.112826,DDoS
udp,116992.0,0.7268819999999999,74.0,2.58116,4.0,3.608853,100.0,0.0,0.7389560000000001,4.1432699999999985,DDoS
udp,42227.0,0.93933,100.0,2.044735,4.0,3.373145,100.0,0.0,0.4945479999999999,4.040098,DDoS
tcp,1524.0,1.52121,79.0,0.0,1.0,2.6259,100.0,0.0,0.351626,3.677454,DDoS
tcp,113187.0,2.011325,68.0,0.0,1.0,1.25307,100.0,0.0,0.116786,4.731109,DDoS
tcp,222555.0,1.431668,91.0,0.0,3.0,2.024675,100.0,0.0,0.33052,3.042211,DDoS
udp,79479.0,1.367546,78.0,1.973223,4.0,3.907224,100.0,0.0,1.02432,4.876867,DDoS
tcp,12760.0,0.092771,100.0,0.0,3.0,0.053561,100.0,0.0,0.095604,0.214245,DDoS
tcp,63168.0,0.0,36.0,0.0,3.0,0.0,100.0,0.0,0.085089,0.0,DDoS
udp,195257.0,1.37387,40.0,1.958069,4.0,3.901012,100.0,0.0,1.025423,4.87531,DDoS
udp,258138.0,1.9402,100.0,0.0,4.0,2.743288,100.0,0.0,0.4844979999999999,4.163335,DDoS
tcp,136475.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.091405,0.0,DDoS
udp,137881.0,1.366503,100.0,1.978649,4.0,3.911161,100.0,0.0,1.024756,4.884258,DDoS
udp,214984.0,1.953703,54.0,0.0,4.0,2.762943,100.0,0.0,0.484573,4.150765,DDoS
tcp,70448.0,1.693723,17.0,0.0,3.0,2.387907,100.0,0.0,0.282037,3.744559,DDoS
udp,69882.0,1.284468,100.0,2.240694,4.0,4.05697,100.0,0.0,0.916553,4.99041,DDoS
tcp,142311.0,0.162892,100.0,0.0,1.0,0.153651,100.0,0.058989,0.116688,0.383788,DDoS
udp,149419.0,1.879515,36.0,0.982942,4.0,3.640958,100.0,0.0,1.005917,4.9787870000000005,DDoS
tcp,174855.0,1.447591,66.0,0.0,3.0,2.047201,100.0,0.0,0.322483,3.073478,DDoS
udp,227356.0,1.910044,81.0,0.0,4.0,2.7012080000000003,100.0,0.0,0.493386,4.054168,DDoS
tcp,105535.0,0.097431,100.0,3.472237,3.0,3.569669,100.0,0.0,0.282675,3.6671,DDoS
tcp,187740.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,226214.0,1.393753,100.0,2.025837,4.0,3.4195900000000004,100.0,0.0,0.367382,4.813343,DDoS
tcp,122612.0,0.0,54.0,0.0,3.0,0.0,100.0,0.0,0.092531,0.0,DDoS
tcp,119867.0,2.2958380000000003,100.0,0.0,1.0,2.2958380000000003,100.0,0.0,0.14203,4.5916760000000005,DDoS
tcp,16400.0,2.209532,86.0,0.0,3.0,2.209532,100.0,0.0,0.136202,4.419063,DDoS
tcp,1990.0,0.081413,100.0,3.42667,1.0,3.533089,100.0,0.28183,0.330099,3.624356,DDoS
tcp,63821.0,1.418242,100.0,0.0,3.0,2.005688,100.0,0.0,0.331409,3.013825,DDoS
udp,126438.0,2.046601,100.0,0.0,4.0,2.879075,100.0,0.0,0.39463,4.575618,DDoS
tcp,88076.0,1.691605,18.0,0.0,3.0,2.385593,100.0,0.0,0.280727,3.73331,DDoS
tcp,87253.0,2.305475,61.0,0.0,3.0,2.305475,100.0,0.0,0.13751,4.610949,DDoS
udp,250919.0,0.122181,100.0,4.034205,4.0,4.156386,100.0,0.0,0.484238,4.278567,DDoS
udp,13915.0,0.937554,36.0,2.046823,4.0,3.372721,100.0,0.0,0.494444,4.038483,DDoS
udp,253743.0,0.08818,100.0,4.0332930000000005,4.0,4.121472,100.0,0.0,0.487513,4.209651999999998,DDoS
udp,169091.0,0.641041,98.0,2.747434,4.0,3.65399,100.0,0.0,0.729726,4.111395,DDoS
udp,93973.0,1.413785,100.0,1.982002,4.0,3.981287000000001,100.0,0.0,1.003264,4.99905,DDoS
udp,43470.0,0.45472,85.0,3.982705,4.0,4.34842,100.0,0.0,0.8409129999999999,4.989365,DDoS
