proto,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,category
udp,191151.0,1.28469,100.0,1.3826889999999998,4.0,3.1995150000000003,100.0,0.0,0.7293430000000001,4.109262,DDoS
tcp,123853.0,0.062562,87.0,4.053235,3.0,4.115813,100.0,0.0,0.206489,4.178391,DDoS
tcp,160330.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,110545.0,1.367796,100.0,1.975978,4.0,3.910316,100.0,0.0,1.025074,4.884435,DDoS
tcp,147350.0,0.0,98.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,176137.0,1.311037,49.0,1.368588,4.0,3.222653,100.0,0.0,0.643646,4.1575120000000005,DDoS
udp,20170.0,0.455347,100.0,3.989711,4.0,4.338517,100.0,0.0,0.838882,4.981706,DDoS
udp,85039.0,0.962063,33.0,2.9219060000000003,4.0,4.282176,100.0,0.0,0.94174,4.986752,DDoS
udp,91824.0,0.37918,100.0,3.330432,4.0,3.866634,100.0,0.0,0.612996,4.1402519999999985,DDoS
udp,191487.0,1.955711,100.0,0.0,4.0,2.7657830000000003,100.0,0.0,0.484414,4.155195,DDoS
tcp,96106.0,0.016972,100.0,4.228853,1.0,4.245885,100.0,0.0,0.270905,4.2629160000000015,DDoS
udp,149494.0,1.91116,100.0,0.0,4.0,2.702785,100.0,0.0,0.493495,4.057763,DDoS
udp,173810.0,1.951485,100.0,0.0,4.0,2.759774,100.0,0.0,0.484396,4.1528,DDoS
tcp,2487.0,1.007177,100.0,0.0,1.0,0.852482,100.0,0.0,0.12778599999999998,2.266936,DDoS
udp,12294.0,0.944335,100.0,2.977933,4.0,4.313411,100.0,0.0,1.003494,4.986621,DDoS
udp,41027.0,0.941957,49.0,2.040527,4.0,3.3726540000000003,100.0,0.0,0.494604,4.040302,DDoS
tcp,187622.0,0.0,56.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,260964.0,1.030857,100.0,2.019238,4.0,3.050095,100.0,0.0,0.491939,4.080952,DDoS
tcp,122766.0,1.596285,43.0,0.0,1.0,2.257487,100.0,0.0,0.274661,3.3868660000000004,DDoS
tcp,148398.0,0.108333,100.0,0.0,3.0,0.062546,100.0,0.0,0.092224,0.250185,DDoS
tcp,17871.0,0.297902,37.0,3.012475,3.0,3.427487,100.0,0.0,0.293629,3.697787,DDoS
tcp,26197.0,0.03141,68.0,0.0,1.0,0.03141,100.0,0.0,0.166452,0.06282,DDoS
tcp,41635.0,1.7396040000000002,70.0,0.0,1.0,1.230086,100.0,0.0,0.272386,3.690257,DDoS
tcp,47947.0,2.220994,79.0,0.0,3.0,2.220994,100.0,0.0,0.135906,4.441989,DDoS
udp,138930.0,1.366905,100.0,1.977157,4.0,3.910233,100.0,0.0,1.0248549999999998,4.884131,DDoS
tcp,84727.0,0.164944,100.0,3.75607,1.0,3.980579,100.0,0.0,0.31461100000000003,4.147655,DDoS
udp,107389.0,0.8227629999999999,100.0,2.980246,4.0,3.983294,100.0,0.0,1.003074,4.995533,DDoS
tcp,184242.0,0.0,71.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,260279.0,0.020566,100.0,4.028996,4.0,4.049515,100.0,0.0,0.494386,4.070034,DDoS
tcp,142313.0,0.064096,20.0,4.004475,3.0,4.0685720000000005,100.0,0.0,0.20710100000000006,4.132668,DDoS
tcp,116346.0,0.080187,78.0,4.034173,3.0,4.114372,100.0,0.0,0.20664,4.194571,DDoS
udp,62843.0,0.953519,100.0,2.037081,4.0,3.385549,100.0,0.0,0.493177,4.064607,DDoS
tcp,180782.0,0.0,80.0,0.0,3.0,0.0,100.0,0.0,0.069454,0.0,DDoS
tcp,52423.0,2.431368,98.0,0.108719,1.0,2.540087,100.0,0.0,0.202277,4.9714550000000015,DDoS
tcp,3636.0,1.5059129999999998,57.0,0.0,1.0,2.60165,100.0,0.0,0.35478200000000004,3.629285,DDoS
udp,227541.0,1.899841,89.0,0.0,4.0,2.6867810000000003,100.0,0.0,0.4949310000000001,4.0306120000000005,DDoS
tcp,16550.0,1.957345,94.0,0.0,1.0,2.764305,100.0,0.0,0.311933,4.272009,DDoS
udp,129743.0,1.36653,100.0,1.978776,4.0,3.911316,100.0,0.0,0.951601,4.886237,DDoS
tcp,89968.0,0.247401,82.0,3.06952,3.0,3.399281,100.0,0.0,0.294739,3.665421,DDoS
tcp,196129.0,1.433473,98.0,0.0,3.0,2.027167,100.0,0.0,0.325841,3.055317,DDoS
tcp,44461.0,2.225735,100.0,0.0,3.0,2.225735,100.0,0.0,0.136037,4.451471,DDoS
tcp,138614.0,0.248359,26.0,3.089862,1.0,3.4396410000000004,100.0,0.0,0.361562,3.642182,DDoS
udp,97565.0,0.925494,57.0,2.106906,4.0,3.415749,100.0,0.0,0.489692,4.072598,DDoS
tcp,94544.0,1.906481,54.0,0.0,3.0,2.6956,100.0,0.0,0.251663,4.091425,DDoS
tcp,231648.0,0.032310000000000005,100.0,3.823942,3.0,3.856252,100.0,0.0,0.251975,3.888562,DDoS
tcp,30953.0,1.10543,94.0,0.0,1.0,0.930767,100.0,0.0,0.102619,2.483908,DDoS
tcp,209020.0,0.0,100.0,0.271672,1.0,0.271672,100.0,0.0,3.680909,0.271672,DDoS
udp,70096.0,0.951547,71.0,2.036359,4.0,3.3820330000000003,100.0,0.0,0.493204,4.06033,DDoS
udp,56625.0,1.371242,100.0,1.966955,4.0,3.906183,100.0,0.0,1.024582,4.877265,DDoS
tcp,218739.0,1.706794,89.0,0.0,1.0,2.412354,100.0,0.0,0.373014,3.690163,DDoS
udp,192061.0,1.896964,100.0,0.0,4.0,2.682712,100.0,0.0,0.4945100000000001,4.024606,DDoS
udp,25767.0,0.31595,76.0,3.479631,4.0,3.926289,100.0,0.0,0.598662,4.160032,DDoS
udp,39605.0,0.453844,100.0,3.984068,4.0,4.3465120000000015,100.0,0.0,0.840348,4.986471,DDoS
udp,157856.0,0.645846,100.0,2.770984,4.0,3.683445,100.0,0.0,0.724904,4.174885,DDoS
tcp,116165.0,0.13642200000000002,100.0,2.885127,1.0,3.032868,100.0,0.0,0.408147,3.214187,DDoS
udp,138854.0,0.758784,100.0,3.0053400000000003,4.0,3.96,100.0,0.0,0.864295,4.861708,DDoS
tcp,151487.0,0.143549,100.0,0.0,1.0,0.082878,100.0,0.0,0.091714,0.331513,DDoS
udp,139674.0,0.756534,100.0,3.005744,4.0,3.958469,100.0,0.0,0.86426,4.85644,DDoS
udp,64013.0,0.992882,67.0,2.026089,4.0,3.429872,100.0,0.0,0.485838,4.15946,DDoS
udp,212618.0,1.721052,93.0,0.0,4.0,2.359011,100.0,0.0,0.448705,4.057484,DDoS
udp,57634.0,0.992627,94.0,2.033023,4.0,3.436453,100.0,0.0,0.485588,4.165603,DDoS
tcp,117379.0,0.069379,100.0,0.0,1.0,0.040056,100.0,0.0,0.090136,0.160223,DDoS
udp,161913.0,1.955818,100.0,0.0,4.0,2.765887,100.0,0.0,0.48445,4.164239,DDoS
tcp,114828.0,0.097258,100.0,3.861262,1.0,3.940916000000001,100.0,0.24522800000000006,0.376537,4.077842,DDoS
udp,54210.0,0.64884,38.0,2.773349,4.0,3.690763,100.0,0.0,0.723934,4.165461,DDoS
udp,8989.0,0.464841,100.0,3.993603,4.0,4.339394,100.0,0.0,0.773768,4.996474,DDoS
tcp,74491.0,0.115275,38.0,3.026014,1.0,3.167742,100.0,0.0,0.397066,3.308368,DDoS
udp,21026.0,0.645315,100.0,2.75508,4.0,3.667228,100.0,0.0,0.7289439999999999,4.148474,DDoS
tcp,74386.0,0.0,34.0,0.0,3.0,0.0,100.0,0.0,0.094506,0.0,DDoS
tcp,91055.0,0.0,86.0,0.0,3.0,0.0,100.0,0.0,0.067932,0.0,DDoS
udp,198446.0,1.777926,100.0,0.0,4.0,2.485291,100.0,0.0,0.433798,4.058129,DDoS
udp,33201.0,0.31302,90.0,3.480192,4.0,3.922841000000001,100.0,0.0,0.599699,4.148513,DDoS
udp,232660.0,1.910268,63.0,0.0,4.0,2.701525,100.0,0.0,0.493354,4.055361,DDoS
tcp,67853.0,0.230171,99.0,3.817753,1.0,4.001461,100.0,0.164798,0.438767,4.326034,DDoS
tcp,104865.0,0.141806,61.0,0.0,1.0,0.081872,100.0,0.0,0.098863,0.327486,DDoS
udp,83687.0,0.353262,35.0,3.3856330000000003,4.0,3.885185,100.0,0.0,0.610429,4.1402269999999985,DDoS
udp,3337.0,0.649594,86.0,2.74919,4.0,3.667316000000001,100.0,0.0,0.728829,4.153626999999998,DDoS
udp,162558.0,1.371255,73.0,1.96947,4.0,3.90871,100.0,0.0,1.025147,4.8832900000000015,DDoS
udp,51756.0,0.456902,53.0,3.978906,4.0,4.3517470000000005,100.0,0.0,0.8425299999999999,4.995206,DDoS
tcp,110028.0,0.0,69.0,0.0,3.0,0.0,100.0,0.0,0.099071,0.0,DDoS
udp,175631.0,1.374079,100.0,1.96291,4.0,3.90615,100.0,0.0,1.025286,4.879351,DDoS
tcp,65021.0,2.384571,100.0,0.0,3.0,2.384571,100.0,0.0,0.13607,4.769142,DDoS
tcp,150756.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.090107,0.0,DDoS
tcp,37844.0,0.143446,100.0,0.0,1.0,0.143446,100.0,0.0,0.203642,0.286891,DDoS
tcp,197948.0,0.0,37.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,253739.0,1.900533,20.0,0.0,4.0,2.687759,100.0,0.0,0.4945100000000001,4.031982,DDoS
udp,57276.0,0.978651,92.0,1.990674,4.0,3.3746940000000003,100.0,0.0,0.493846,4.067618,DDoS
tcp,206543.0,1.826523,71.0,0.0,3.0,2.537147,100.0,0.0,0.27511,4.2257690000000006,DDoS
tcp,2477.0,0.30702,77.0,3.381397,1.0,3.815535,77.0,0.066208,0.33104,4.038478,DDoS
udp,226106.0,0.385874,78.0,4.03404,4.0,4.419917,100.0,0.0,0.459552,4.8057940000000015,DDoS
udp,230801.0,0.348783,36.0,4.0457269999999985,4.0,4.394513,100.0,0.0,0.462098,4.743299,DDoS
udp,135415.0,2.024947,100.0,0.0,4.0,2.85222,100.0,0.0,0.396989,4.500246,DDoS
udp,197253.0,1.779832,86.0,0.0,4.0,2.490543,100.0,0.0,0.43268,4.05141,DDoS
udp,17564.0,0.912883,88.0,2.93654,4.0,4.227506,100.0,0.0,0.956247,4.882524,DDoS
udp,245381.0,1.897281,100.0,0.0,4.0,2.683158,100.0,0.0,0.4945229999999999,4.0276760000000005,DDoS
tcp,68176.0,1.40108,44.0,0.0,3.0,1.981345,100.0,0.0,0.331721,2.987649,DDoS
tcp,68506.0,1.609862,100.0,0.0,1.0,1.138344,100.0,0.053888,0.11428599999999997,3.415033,DDoS
tcp,1102.0,0.14286,100.0,0.0,1.0,0.08248,100.0,0.0,0.096463,0.32992,DDoS
tcp,171245.0,0.082371,100.0,0.0,1.0,0.05824500000000001,100.0,0.0,0.105526,0.174736,DDoS
udp,96738.0,1.367049,74.0,1.976873,4.0,3.910172,100.0,0.0,1.024964,4.878019,DDoS
udp,206106.0,1.279543,100.0,1.390624,4.0,3.200169,100.0,0.0,0.728979,4.107516,DDoS
udp,71358.0,0.643987,85.0,2.780929,4.0,3.691493,100.0,0.0,0.724014,4.1620040000000005,DDoS
tcp,196899.0,0.042616,100.0,3.92674,3.0,3.969367,100.0,0.0,0.248048,4.0119940000000005,DDoS
tcp,261411.0,1.639676,100.0,0.0,1.0,2.3144880000000003,100.0,0.0,0.379839,3.5948830000000003,DDoS
udp,152936.0,1.955444,100.0,0.0,4.0,2.765342,100.0,0.0,0.484437,4.165491,DDoS
udp,51952.0,0.890734,100.0,2.789748,4.0,3.924873,100.0,0.0,1.019459,4.965435,DDoS
udp,24025.0,0.973964,100.0,2.027967,4.0,3.4050910000000005,100.0,0.0,0.49055,4.117189,DDoS
udp,232736.0,0.334404,56.0,4.040795,4.0,4.375202,100.0,0.0,0.463494,4.709609,DDoS
tcp,206958.0,1.823967,93.0,0.0,3.0,2.537117,100.0,0.0,0.275106,4.208861,DDoS
udp,68863.0,0.973407,67.0,2.025982,4.0,3.40237,100.0,0.0,0.490941,4.111765,DDoS
udp,131973.0,1.911207,89.0,0.0,4.0,2.702852,100.0,0.0,0.493537,4.057879,DDoS
udp,98757.0,0.99476,45.0,2.026379,4.0,3.432958,100.0,0.0,0.485837,4.15794,DDoS
tcp,120308.0,0.124035,58.0,0.0,3.0,0.062017,100.0,0.0,0.115894,0.310087,DDoS
tcp,202488.0,1.715507,100.0,0.0,1.0,2.4252990000000003,100.0,0.0,0.370075,3.691717,DDoS
udp,83328.0,1.36676,100.0,1.972018,4.0,3.904907,100.0,0.0,1.024913,4.872577,DDoS
udp,55755.0,0.631668,100.0,2.763943,4.0,3.657247,100.0,0.0,0.729178,4.107359,DDoS
tcp,139540.0,0.0,73.0,0.0,3.0,0.0,100.0,0.0,0.091057,0.0,DDoS
tcp,101175.0,0.045227,100.0,3.670485,3.0,3.715722,100.0,0.0,0.271019,3.760958,DDoS
udp,178443.0,1.298643,45.0,1.368132,4.0,3.204626,100.0,0.0,0.646141,4.136335,DDoS
udp,103574.0,1.900007,69.0,0.0,4.0,2.687014,100.0,0.0,0.494536,4.03303,DDoS
tcp,82740.0,0.063001,26.0,0.0,1.0,0.063001,100.0,0.0,0.189492,0.126003,DDoS
tcp,25726.0,0.126665,76.0,0.0,1.0,0.089019,100.0,0.031679,0.15293099999999998,0.291258,DDoS
udp,44821.0,0.993462,70.0,2.024296,4.0,3.428956,100.0,0.0,0.485744,4.156777,DDoS
tcp,171210.0,0.0,15.0,0.0,3.0,0.0,100.0,0.0,0.070437,0.0,DDoS
tcp,258326.0,0.001815,100.0,4.050324,1.0,4.051491,100.0,0.0,0.340861,4.052658,DDoS
tcp,246510.0,1.640179,80.0,0.0,1.0,2.314124,100.0,0.0,0.378957,3.608669,DDoS
udp,68386.0,1.367977,99.0,1.970261,4.0,3.904869,100.0,0.0,0.951374,4.874981,DDoS
tcp,33630.0,2.142552,60.0,0.156421,1.0,2.298973,100.0,0.0,0.201736,4.441525,DDoS
udp,119606.0,0.8217700000000001,90.0,2.983116,4.0,3.987319,100.0,0.0,1.002732,4.996016,DDoS
tcp,53826.0,0.126353,100.0,0.0,1.0,0.153784,100.0,0.051413,0.179946,0.276984,DDoS
udp,75046.0,0.645131,100.0,2.775726,4.0,3.687791,100.0,0.0,0.723956,4.163602,DDoS
tcp,86392.0,0.258946,100.0,2.99373,3.0,3.347499,100.0,0.0,0.295748,3.606341000000001,DDoS
tcp,100587.0,1.904676,100.0,0.0,3.0,2.646028,100.0,0.0,0.271487,4.405608,DDoS
